organism,drug,year,p10,p25,median,p75,p90
Unspeciated Fusarium,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Fusarium,Posaconazole (CLSI),2023.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Fusarium,Voriconazole (CLSI),2023.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Fusarium,uid,2023.0,3002493.0,3002493.0,3002493.0,3002493.0,3002493.0
Unspeciated Lichtheimia,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Lichtheimia,Amphotericin B (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Lichtheimia,Amphotericin B (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Lichtheimia,Amphotericin B (CLSI),2022.0,0.12,0.12,0.12,0.12,0.12
Unspeciated Lichtheimia,Amphotericin B (CLSI),2023.0,0.12,0.12,0.12,0.12,0.12
Unspeciated Lichtheimia,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Anidulafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Anidulafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Anidulafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Anidulafungin (CLSI),2023.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Lichtheimia,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Caspofungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Caspofungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Caspofungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Caspofungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Itraconazole (CLSI),2019.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Lichtheimia,Itraconazole (CLSI),2020.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Lichtheimia,Itraconazole (CLSI),2021.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Lichtheimia,Itraconazole (CLSI),2022.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Lichtheimia,Itraconazole (CLSI),2023.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Lichtheimia,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Micafungin (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Micafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Micafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Lichtheimia,Posaconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Lichtheimia,Posaconazole (CLSI),2020.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Lichtheimia,Posaconazole (CLSI),2021.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Lichtheimia,Posaconazole (CLSI),2022.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Lichtheimia,Posaconazole (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Lichtheimia,Voriconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Lichtheimia,Voriconazole (CLSI),2020.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Lichtheimia,Voriconazole (CLSI),2021.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Lichtheimia,Voriconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Lichtheimia,Voriconazole (CLSI),2023.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Lichtheimia,uid,2019.0,2015677.0,2015677.0,2015677.0,2015677.0,2015677.0
Unspeciated Lichtheimia,uid,2020.0,2018692.0,2018692.0,2018692.0,2018692.0,2018692.0
Unspeciated Lichtheimia,uid,2021.0,2020829.0,2020829.0,2020829.0,2020829.0,2020829.0
Unspeciated Lichtheimia,uid,2022.0,3001603.0,3001603.0,3001603.0,3001603.0,3001603.0
Unspeciated Lichtheimia,uid,2023.0,3002256.0,3002256.0,3002256.0,3002256.0,3002256.0
Unspeciated Mucor,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Mucor,Amphotericin B (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Mucor,Amphotericin B (CLSI),2022.0,0.03,0.03,0.03,0.03,0.03
Unspeciated Mucor,Amphotericin B (CLSI),2023.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Mucor,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Anidulafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Anidulafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Anidulafungin (CLSI),2023.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Mucor,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Caspofungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Caspofungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Caspofungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Itraconazole (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Itraconazole (CLSI),2021.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Itraconazole (CLSI),2022.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Mucor,Itraconazole (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Mucor,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Micafungin (CLSI),2021.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Micafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Mucor,Posaconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Posaconazole (CLSI),2021.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Posaconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Mucor,Posaconazole (CLSI),2023.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Mucor,Voriconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Voriconazole (CLSI),2021.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Voriconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,Voriconazole (CLSI),2023.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Mucor,uid,2019.0,2015802.0,2015802.0,2015802.0,2015802.0,2015802.0
Unspeciated Mucor,uid,2021.0,2019667.0,2019731.5,2019839.0,2020392.5,2020724.6
Unspeciated Mucor,uid,2022.0,3001841.0,3001841.0,3001841.0,3001841.0,3001841.0
Unspeciated Mucor,uid,2023.0,3002428.0,3002428.0,3002428.0,3002428.0,3002428.0
Unspeciated Paecilomyces,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Paecilomyces,Amphotericin B (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Paecilomyces,Amphotericin B (CLSI),2021.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Paecilomyces,Amphotericin B (CLSI),2022.0,0.033,0.0375,0.045,0.0525,0.056999999999999995
Unspeciated Paecilomyces,Anidulafungin (CLSI),2019.0,0.015,0.015,0.015,0.015,0.015
Unspeciated Paecilomyces,Anidulafungin (CLSI),2020.0,0.008,0.008,0.008,0.008,0.008
Unspeciated Paecilomyces,Anidulafungin (CLSI),2021.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Paecilomyces,Anidulafungin (CLSI),2022.0,0.0132,0.020999999999999998,0.034,0.047,0.0548
Unspeciated Paecilomyces,Caspofungin (CLSI),2019.0,0.015,0.015,0.015,0.015,0.015
Unspeciated Paecilomyces,Caspofungin (CLSI),2020.0,0.008,0.008,0.008,0.008,0.008
Unspeciated Paecilomyces,Caspofungin (CLSI),2021.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Paecilomyces,Caspofungin (CLSI),2022.0,0.0087,0.00975,0.0115,0.01325,0.0143
Unspeciated Paecilomyces,Itraconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Paecilomyces,Itraconazole (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Paecilomyces,Itraconazole (CLSI),2021.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Paecilomyces,Itraconazole (CLSI),2022.0,0.325,0.4375,0.625,0.8125,0.925
Unspeciated Paecilomyces,Micafungin (CLSI),2019.0,0.008,0.008,0.008,0.008,0.008
Unspeciated Paecilomyces,Micafungin (CLSI),2020.0,0.004,0.004,0.004,0.004,0.004
Unspeciated Paecilomyces,Micafungin (CLSI),2021.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Paecilomyces,Micafungin (CLSI),2022.0,0.008,0.008,0.008,0.008,0.008
Unspeciated Paecilomyces,Posaconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Paecilomyces,Posaconazole (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Paecilomyces,Posaconazole (CLSI),2021.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Paecilomyces,Posaconazole (CLSI),2022.0,0.10400000000000001,0.16999999999999998,0.28,0.39,0.456
Unspeciated Paecilomyces,Voriconazole (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Paecilomyces,Voriconazole (CLSI),2020.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Paecilomyces,Voriconazole (CLSI),2021.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Paecilomyces,Voriconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Paecilomyces,uid,2019.0,2016027.0,2016027.0,2016027.0,2016027.0,2016027.0
Unspeciated Paecilomyces,uid,2020.0,2018106.0,2018106.0,2018106.0,2018106.0,2018106.0
Unspeciated Paecilomyces,uid,2021.0,2019991.0,2019991.0,2019991.0,2019991.0,2019991.0
Unspeciated Paecilomyces,uid,2022.0,3000275.7,3000290.25,3000314.5,3000338.75,3000353.3
Unspeciated Phaeoacremonium,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Phaeoacremonium,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Phaeoacremonium,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Phaeoacremonium,Itraconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Phaeoacremonium,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Phaeoacremonium,Posaconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Phaeoacremonium,Voriconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Phaeoacremonium,uid,2019.0,2016393.0,2016393.0,2016393.0,2016393.0,2016393.0
Unspeciated Phialemoniopsis,Amphotericin B (CLSI),2019.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Phialemoniopsis,Anidulafungin (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Phialemoniopsis,Caspofungin (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Phialemoniopsis,Itraconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Phialemoniopsis,Micafungin (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Unspeciated Phialemoniopsis,Posaconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Phialemoniopsis,Voriconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Phialemoniopsis,uid,2019.0,2016586.0,2016586.0,2016586.0,2016586.0,2016586.0
Unspeciated Rhizopus,Amphotericin B (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Rhizopus,Amphotericin B (CLSI),2022.0,0.12,0.12,0.12,0.12,0.12
Unspeciated Rhizopus,Amphotericin B (CLSI),2023.0,0.158,0.215,0.31,0.405,0.462
Unspeciated Rhizopus,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Anidulafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Anidulafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Caspofungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Caspofungin (CLSI),2023.0,4.4,5.0,6.0,7.0,7.6
Unspeciated Rhizopus,Itraconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Rhizopus,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Rhizopus,Itraconazole (CLSI),2023.0,0.308,0.59,1.06,1.53,1.812
Unspeciated Rhizopus,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Micafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Posaconazole (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhizopus,Posaconazole (CLSI),2022.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Rhizopus,Posaconazole (CLSI),2023.0,0.20800000000000002,0.33999999999999997,0.56,0.78,0.912
Unspeciated Rhizopus,Voriconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Rhizopus,Voriconazole (CLSI),2022.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Rhizopus,Voriconazole (CLSI),2023.0,3.4000000000000004,5.5,9.0,12.5,14.6
Unspeciated Rhizopus,uid,2019.0,2016074.0,2016074.0,2016074.0,2016074.0,2016074.0
Unspeciated Rhizopus,uid,2022.0,3000260.0,3000260.0,3000260.0,3000260.0,3000260.0
Unspeciated Rhizopus,uid,2023.0,3003331.4,3003365.0,3003421.0,3003477.0,3003510.6
Unspeciated Rhodotorula,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Rhodotorula,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhodotorula,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhodotorula,Fluconazole (CLSI),2019.0,32.0,32.0,32.0,32.0,32.0
Unspeciated Rhodotorula,Itraconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Rhodotorula,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Rhodotorula,Posaconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Rhodotorula,Voriconazole (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Unspeciated Rhodotorula,uid,2019.0,2017082.0,2017082.0,2017082.0,2017082.0,2017082.0
Unspeciated Sarocladium,Amphotericin B (CLSI),2022.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Sarocladium,Anidulafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Sarocladium,Caspofungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Sarocladium,Itraconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Sarocladium,Micafungin (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Sarocladium,Posaconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Sarocladium,Voriconazole (CLSI),2022.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Sarocladium,uid,2022.0,3001429.0,3001429.0,3001429.0,3001429.0,3001429.0
Unspeciated Scedosporium,Amphotericin B (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Scedosporium,Anidulafungin (CLSI),2019.0,4.0,4.0,4.0,4.0,4.0
Unspeciated Scedosporium,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Scedosporium,Itraconazole (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Scedosporium,Micafungin (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Scedosporium,Posaconazole (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Scedosporium,Voriconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Scedosporium,uid,2019.0,2015934.0,2015934.0,2015934.0,2015934.0,2015934.0
Unspeciated Scopulariopsis,Amphotericin B (CLSI),2020.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Scopulariopsis,Amphotericin B (CLSI),2022.0,1.1,1.25,1.5,1.75,1.9
Unspeciated Scopulariopsis,Anidulafungin (CLSI),2020.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Scopulariopsis,Anidulafungin (CLSI),2022.0,0.55,0.625,0.75,0.875,0.95
Unspeciated Scopulariopsis,Caspofungin (CLSI),2020.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Scopulariopsis,Caspofungin (CLSI),2022.0,0.079,0.1075,0.155,0.2025,0.231
Unspeciated Scopulariopsis,Itraconazole (CLSI),2020.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,Itraconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,Micafungin (CLSI),2020.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Scopulariopsis,Micafungin (CLSI),2022.0,0.066,0.075,0.09,0.105,0.11399999999999999
Unspeciated Scopulariopsis,Posaconazole (CLSI),2020.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,Posaconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,Voriconazole (CLSI),2020.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,Voriconazole (CLSI),2022.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Scopulariopsis,uid,2020.0,2018193.0,2018193.0,2018193.0,2018193.0,2018193.0
Unspeciated Scopulariopsis,uid,2022.0,3000446.8,3000571.0,3000778.0,3000985.0,3001109.2
Unspeciated Syncephalastrum,Amphotericin B (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Syncephalastrum,Anidulafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Syncephalastrum,Caspofungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Syncephalastrum,Itraconazole (CLSI),2019.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Syncephalastrum,Micafungin (CLSI),2019.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Syncephalastrum,Posaconazole (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Unspeciated Syncephalastrum,Voriconazole (CLSI),2019.0,16.0,16.0,16.0,16.0,16.0
Unspeciated Syncephalastrum,uid,2019.0,2016589.0,2016589.0,2016589.0,2016589.0,2016589.0
Unspeciated Trichosporon,Amphotericin B (CLSI),2023.0,1.0,1.0,1.0,1.0,1.0
Unspeciated Trichosporon,Anidulafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Trichosporon,Caspofungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Trichosporon,Fluconazole (CLSI),2023.0,2.0,2.0,2.0,2.0,2.0
Unspeciated Trichosporon,Itraconazole (CLSI),2023.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Trichosporon,Micafungin (CLSI),2023.0,8.0,8.0,8.0,8.0,8.0
Unspeciated Trichosporon,Posaconazole (CLSI),2023.0,0.25,0.25,0.25,0.25,0.25
Unspeciated Trichosporon,Voriconazole (CLSI),2023.0,0.06,0.06,0.06,0.06,0.06
Unspeciated Trichosporon,uid,2023.0,3003140.0,3003140.0,3003140.0,3003140.0,3003140.0
Veillonella parvula,Tigecycline,2009.0,0.25,0.25,0.25,0.25,0.25
Verruconis gallopava,Amphotericin B (CLSI),2016.0,1.0,1.0,1.0,1.0,1.0
Verruconis gallopava,Amphotericin B (CLSI),2019.0,0.5,0.5,0.5,0.5,0.5
Verruconis gallopava,Amphotericin B (CLSI),2022.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Anidulafungin (CLSI),2016.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Anidulafungin (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Anidulafungin (CLSI),2022.0,0.06,0.06,0.06,0.06,0.06
Verruconis gallopava,Caspofungin (CLSI),2016.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Caspofungin (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Verruconis gallopava,Caspofungin (CLSI),2022.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Itraconazole (CLSI),2016.0,0.25,0.25,0.25,0.25,0.25
Verruconis gallopava,Itraconazole (CLSI),2019.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Itraconazole (CLSI),2022.0,0.5,0.5,0.5,0.5,0.5
Verruconis gallopava,Micafungin (CLSI),2016.0,0.03,0.03,0.03,0.03,0.03
Verruconis gallopava,Micafungin (CLSI),2019.0,0.015,0.015,0.015,0.015,0.015
Verruconis gallopava,Micafungin (CLSI),2022.0,0.015,0.015,0.015,0.015,0.015
Verruconis gallopava,Posaconazole (CLSI),2016.0,0.12,0.12,0.12,0.12,0.12
Verruconis gallopava,Posaconazole (CLSI),2019.0,0.06,0.06,0.06,0.06,0.06
Verruconis gallopava,Posaconazole (CLSI),2022.0,0.25,0.25,0.25,0.25,0.25
Verruconis gallopava,Voriconazole (CLSI),2016.0,0.25,0.25,0.25,0.25,0.25
Verruconis gallopava,Voriconazole (CLSI),2019.0,0.25,0.25,0.25,0.25,0.25
Verruconis gallopava,Voriconazole (CLSI),2022.0,4.0,4.0,4.0,4.0,4.0
Verruconis gallopava,uid,2016.0,2011896.0,2011896.0,2011896.0,2011896.0,2011896.0
